"filename", "language", "Python", "HTML", "SCSS", "JavaScript", "XML", "CSS", "SQL", "comment", "blank", "total"
"c:\Users\xandee\Desktop\python\django\jfs\base\static\js\scrollax.min.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 18, 0, 32
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_alert.scss", "SCSS", 0, 0, 28, 0, 0, 0, 0, 13, 11, 52
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_badge.scss", "SCSS", 0, 0, 33, 0, 0, 0, 0, 12, 9, 54
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_breadcrumb.scss", "SCSS", 0, 0, 29, 0, 0, 0, 0, 8, 5, 42
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_button-group.scss", "SCSS", 0, 0, 101, 0, 0, 0, 0, 31, 32, 164
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_buttons.scss", "SCSS", 0, 0, 88, 0, 0, 0, 0, 23, 30, 141
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_card.scss", "SCSS", 0, 0, 223, 0, 0, 0, 0, 30, 58, 311
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_carousel.scss", "SCSS", 0, 0, 143, 0, 0, 0, 0, 30, 26, 199
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_close.scss", "SCSS", 0, 0, 28, 0, 0, 0, 0, 9, 8, 45
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_code.scss", "SCSS", 0, 0, 36, 0, 0, 0, 0, 6, 7, 49
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_custom-forms.scss", "SCSS", 0, 0, 391, 0, 0, 0, 0, 42, 75, 508
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_dropdown.scss", "SCSS", 0, 0, 154, 0, 0, 0, 0, 14, 24, 192
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_forms.scss", "SCSS", 0, 0, 207, 0, 0, 0, 0, 74, 54, 335
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_functions.scss", "SCSS", 0, 0, 54, 0, 0, 0, 0, 19, 14, 87
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_grid.scss", "SCSS", 0, 0, 28, 0, 0, 0, 0, 15, 10, 53
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_images.scss", "SCSS", 0, 0, 22, 0, 0, 0, 0, 13, 8, 43
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_input-group.scss", "SCSS", 0, 0, 129, 0, 0, 0, 0, 32, 33, 194
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_jumbotron.scss", "SCSS", 0, 0, 14, 0, 0, 0, 0, 0, 3, 17
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_list-group.scss", "SCSS", 0, 0, 75, 0, 0, 0, 0, 22, 25, 122
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_media.scss", "SCSS", 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_mixins.scss", "SCSS", 0, 0, 30, 0, 0, 0, 0, 7, 5, 42
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_modal.scss", "SCSS", 0, 0, 128, 0, 0, 0, 0, 33, 26, 187
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_nav.scss", "SCSS", 0, 0, 78, 0, 0, 0, 0, 19, 24, 121
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_navbar.scss", "SCSS", 0, 0, 197, 0, 0, 0, 0, 47, 56, 300
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_pagination.scss", "SCSS", 0, 0, 62, 0, 0, 0, 0, 5, 12, 79
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_popover.scss", "SCSS", 0, 0, 150, 0, 0, 0, 0, 5, 29, 184
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_print.scss", "SCSS", 0, 0, 84, 0, 0, 0, 0, 33, 25, 142
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_progress.scss", "SCSS", 0, 0, 30, 0, 0, 0, 0, 0, 5, 35
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_reboot.scss", "SCSS", 0, 0, 252, 0, 0, 0, 0, 129, 82, 463
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_root.scss", "SCSS", 0, 0, 13, 0, 0, 0, 0, 3, 4, 20
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_spinners.scss", "SCSS", 0, 0, 40, 0, 0, 0, 0, 6, 8, 54
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_tables.scss", "SCSS", 0, 0, 122, 0, 0, 0, 0, 28, 38, 188
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_toasts.scss", "SCSS", 0, 0, 37, 0, 0, 0, 0, 0, 7, 44
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_tooltip.scss", "SCSS", 0, 0, 93, 0, 0, 0, 0, 5, 18, 116
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_transitions.scss", "SCSS", 0, 0, 17, 0, 0, 0, 0, 1, 5, 23
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_type.scss", "SCSS", 0, 0, 82, 0, 0, 0, 0, 20, 24, 126
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_utilities.scss", "SCSS", 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\_variables.scss", "SCSS", 0, 0, 724, 0, 0, 0, 0, 101, 267, 1092
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\bootstrap-grid.scss", "SCSS", 0, 0, 18, 0, 0, 0, 0, 6, 6, 30
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\bootstrap-reboot.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 7, 2, 13
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\bootstrap.scss", "SCSS", 0, 0, 37, 0, 0, 0, 0, 6, 2, 45
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_alert.scss", "SCSS", 0, 0, 11, 0, 0, 0, 0, 0, 3, 14
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_background-variant.scss", "SCSS", 0, 0, 16, 0, 0, 0, 0, 2, 4, 22
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_badge.scss", "SCSS", 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_border-radius.scss", "SCSS", 0, 0, 29, 0, 0, 0, 0, 1, 6, 36
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_box-shadow.scss", "SCSS", 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_breakpoints.scss", "SCSS", 0, 0, 69, 0, 0, 0, 0, 44, 11, 124
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_buttons.scss", "SCSS", 0, 0, 87, 0, 0, 0, 0, 11, 14, 112
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_caret.scss", "SCSS", 0, 0, 55, 0, 0, 0, 0, 0, 8, 63
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_clearfix.scss", "SCSS", 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_float.scss", "SCSS", 0, 0, 9, 0, 0, 0, 0, 1, 2, 12
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_forms.scss", "SCSS", 0, 0, 157, 0, 0, 0, 0, 15, 27, 199
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_gradients.scss", "SCSS", 0, 0, 34, 0, 0, 0, 0, 7, 5, 46
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_grid-framework.scss", "SCSS", 0, 0, 49, 0, 0, 0, 0, 8, 10, 67
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_grid.scss", "SCSS", 0, 0, 34, 0, 0, 0, 0, 10, 8, 52
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_hover.scss", "SCSS", 0, 0, 23, 0, 0, 0, 0, 10, 5, 38
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_image.scss", "SCSS", 0, 0, 12, 0, 0, 0, 0, 17, 8, 37
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_list-group.scss", "SCSS", 0, 0, 17, 0, 0, 0, 0, 1, 4, 22
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_lists.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 2, 2, 8
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_nav-divider.scss", "SCSS", 0, 0, 6, 0, 0, 0, 0, 3, 2, 11
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_pagination.scss", "SCSS", 0, 0, 19, 0, 0, 0, 0, 1, 3, 23
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_reset-text.scss", "SCSS", 0, 0, 16, 0, 0, 0, 0, 1, 1, 18
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_resize.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 1, 2, 7
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_screen-reader.scss", "SCSS", 0, 0, 21, 0, 0, 0, 0, 9, 4, 34
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_size.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 1, 2, 7
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_table-row.scss", "SCSS", 0, 0, 29, 0, 0, 0, 0, 5, 6, 40
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_text-emphasis.scss", "SCSS", 0, 0, 10, 0, 0, 0, 0, 2, 3, 15
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_text-hide.scss", "SCSS", 0, 0, 10, 0, 0, 0, 0, 2, 2, 14
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_text-truncate.scss", "SCSS", 0, 0, 5, 0, 0, 0, 0, 2, 2, 9
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_transition.scss", "SCSS", 0, 0, 14, 0, 0, 0, 0, 1, 2, 17
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\mixins\_visibility.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 2, 3, 8
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_align.scss", "SCSS", 0, 0, 6, 0, 0, 0, 0, 1, 2, 9
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_background.scss", "SCSS", 0, 0, 14, 0, 0, 0, 0, 1, 5, 20
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_borders.scss", "SCSS", 0, 0, 46, 0, 0, 0, 0, 7, 11, 64
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_clearfix.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_display.scss", "SCSS", 0, 0, 25, 0, 0, 0, 0, 7, 7, 39
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_embed.scss", "SCSS", 0, 0, 33, 0, 0, 0, 0, 1, 6, 40
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_flex.scss", "SCSS", 0, 0, 39, 0, 0, 0, 0, 4, 9, 52
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_float.scss", "SCSS", 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_overflow.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 1, 2, 6
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_position.scss", "SCSS", 0, 0, 24, 0, 0, 0, 0, 3, 6, 33
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_screenreaders.scss", "SCSS", 0, 0, 6, 0, 0, 0, 0, 3, 3, 12
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_shadows.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 1, 2, 7
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_sizing.scss", "SCSS", 0, 0, 11, 0, 0, 0, 0, 3, 7, 21
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_spacing.scss", "SCSS", 0, 0, 64, 0, 0, 0, 0, 4, 6, 74
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_text.scss", "SCSS", 0, 0, 35, 0, 0, 0, 0, 11, 22, 68
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\bootstrap\utilities\_visibility.scss", "SCSS", 0, 0, 6, 0, 0, 0, 0, 3, 3, 12
"c:\Users\xandee\Desktop\python\django\jfs\base\static\scss\style.scss", "SCSS", 0, 0, 1962, 0, 0, 0, 0, 44, 140, 2146
"c:\Users\xandee\Desktop\python\django\jfs\base\templates\about.html", "HTML", 0, 227, 0, 0, 0, 0, 0, 0, 5, 232
"c:\Users\xandee\Desktop\python\django\jfs\base\templates\base.html", "HTML", 0, 243, 0, 0, 0, 0, 0, 4, 11, 258
"c:\Users\xandee\Desktop\python\django\jfs\base\templates\blog.html", "HTML", 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\xandee\Desktop\python\django\jfs\base\templates\contact.html", "HTML", 0, 75, 0, 0, 0, 0, 0, 0, 4, 79
"c:\Users\xandee\Desktop\python\django\jfs\base\templates\fees.html", "HTML", 0, 35, 0, 0, 0, 0, 0, 3, 1, 39
"c:\Users\xandee\Desktop\python\django\jfs\base\templates\index.html", "HTML", 0, 407, 0, 0, 0, 0, 0, 0, 9, 416
"c:\Users\xandee\Desktop\python\django\jfs\base\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\xandee\Desktop\python\django\jfs\base\urls.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\xandee\Desktop\python\django\jfs\base\views.py", "Python", 27, 0, 0, 0, 0, 0, 0, 1, 2, 30
"c:\Users\xandee\Desktop\python\django\jfs\db.sqlite3", "SQL", 0, 0, 0, 0, 0, 0, 174, 0, 4, 178
"c:\Users\xandee\Desktop\python\django\jfs\jfs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\xandee\Desktop\python\django\jfs\jfs\asgi.py", "Python", 4, 0, 0, 0, 0, 0, 0, 8, 5, 17
"c:\Users\xandee\Desktop\python\django\jfs\jfs\settings.py", "Python", 75, 0, 0, 0, 0, 0, 0, 27, 34, 136
"c:\Users\xandee\Desktop\python\django\jfs\jfs\urls.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\xandee\Desktop\python\django\jfs\jfs\wsgi.py", "Python", 4, 0, 0, 0, 0, 0, 0, 8, 5, 17
"c:\Users\xandee\Desktop\python\django\jfs\manage.py", "Python", 15, 0, 0, 0, 0, 0, 0, 3, 5, 23
"c:\Users\xandee\Desktop\python\django\jfs\portal\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\xandee\Desktop\python\django\jfs\portal\admin.py", "Python", 8, 0, 0, 0, 0, 0, 0, 1, 1, 10
"c:\Users\xandee\Desktop\python\django\jfs\portal\apps.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\xandee\Desktop\python\django\jfs\portal\migrations\0001_initial.py", "Python", 112, 0, 0, 0, 0, 0, 0, 1, 7, 120
"c:\Users\xandee\Desktop\python\django\jfs\portal\migrations\0002_alter_classfees_class_name.py", "Python", 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\xandee\Desktop\python\django\jfs\portal\migrations\0003_rename_class_name_class_name_and_more.py", "Python", 17, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\xandee\Desktop\python\django\jfs\portal\migrations\0004_rename_class_name_classfees_name.py", "Python", 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\xandee\Desktop\python\django\jfs\portal\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\xandee\Desktop\python\django\jfs\portal\models.py", "Python", 74, 0, 0, 0, 0, 0, 0, 0, 7, 81
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\css\material-dashboard.css", "CSS", 0, 0, 0, 0, 0, 21702, 0, 145, 5442, 27289
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\css\material-dashboard.min.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 21, 2, 26
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\css\nucleo-icons.css", "CSS", 0, 0, 0, 0, 0, 441, 0, 28, 128, 597
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\css\nucleo-svg.css", "CSS", 0, 0, 0, 0, 0, 77, 0, 34, 24, 135
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\fonts\nucleo-icons.svg", "XML", 0, 0, 0, 0, 312, 0, 0, 0, 1, 313
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\down-arrow-dark.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\down-arrow-white.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\down-arrow.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 11
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\illustrations\pattern-tree.svg", "XML", 0, 0, 0, 0, 20, 0, 0, 0, 0, 20
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\logos\gray-logos\logo-coinbase.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\logos\gray-logos\logo-nasa.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\logos\gray-logos\logo-netflix.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\logos\gray-logos\logo-pinterest.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\logos\gray-logos\logo-spotify.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\logos\gray-logos\logo-vodafone.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\shapes\pattern-lines.svg", "XML", 0, 0, 0, 0, 91, 0, 0, 0, 0, 91
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\shapes\waves-white.svg", "XML", 0, 0, 0, 0, 324, 0, 0, 0, 0, 324
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\bootstrap.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\creative-tim.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\devto.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\github.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 10
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\google-webdev.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 11
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\icon-bulb.svg", "XML", 0, 0, 0, 0, 37, 0, 0, 0, 0, 37
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\logo-asana.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\logo-atlassian.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\logo-invision.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 10
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\logo-jira.svg", "XML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 21
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\logo-slack.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 12
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\logo-spotify.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\img\small-logos\logo-xd.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 11
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\core\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\core\bootstrap.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\core\popper.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 3, 2, 6
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\material-dashboard.js", "JavaScript", 0, 0, 0, 673, 0, 0, 0, 31, 105, 809
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\material-dashboard.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 1, 0, 2
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\plugins\Chart.extension.js", "JavaScript", 0, 0, 0, 93, 0, 0, 0, 20, 17, 130
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\plugins\bootstrap-notify.js", "JavaScript", 0, 0, 0, 360, 0, 0, 0, 31, 41, 432
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\plugins\chartjs.min.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 11, 1, 14
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\plugins\perfect-scrollbar.min.js", "JavaScript", 0, 0, 0, 13, 0, 0, 0, 6, 1, 20
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\plugins\smooth-scrollbar.min.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 22, 1, 26
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\js\plugins\world.js", "JavaScript", 0, 0, 0, 2450, 0, 0, 0, 1, 13, 2464
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard.scss", "SCSS", 0, 0, 6, 0, 0, 0, 0, 18, 7, 31
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_accordion.scss", "SCSS", 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_alert.scss", "SCSS", 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_avatars.scss", "SCSS", 0, 0, 85, 0, 0, 0, 0, 10, 29, 124
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_backgrounds.scss", "SCSS", 0, 0, 15, 0, 0, 0, 0, 0, 5, 20
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_badge.scss", "SCSS", 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_breadcrumbs.scss", "SCSS", 0, 0, 33, 0, 0, 0, 0, 4, 12, 49
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_buttons.scss", "SCSS", 0, 0, 163, 0, 0, 0, 0, 2, 26, 191
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_cards-extend.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_cards.scss", "SCSS", 0, 0, 50, 0, 0, 0, 0, 0, 11, 61
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_components.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 1, 1, 6
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_dark-version.scss", "SCSS", 0, 0, 233, 0, 0, 0, 0, 3, 42, 278
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_dropdown-extend.scss", "SCSS", 0, 0, 22, 0, 0, 0, 0, 2, 8, 32
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_dropdown.scss", "SCSS", 0, 0, 254, 0, 0, 0, 0, 2, 37, 293
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_dropup.scss", "SCSS", 0, 0, 38, 0, 0, 0, 0, 0, 3, 41
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_fixed-plugin.scss", "SCSS", 0, 0, 57, 0, 0, 0, 0, 0, 4, 61
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_floating-elements.scss", "SCSS", 0, 0, 61, 0, 0, 0, 0, 1, 12, 74
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_footer.scss", "SCSS", 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"c:\Users\xandee\Desktop\python\django\jfs\portal\static\scss\material-dashboard\_forms.scss", "SCSS", 0, 0, 37, 0, 0, 0, 0, 0, 13, 50
